30000001	坦欧	20000001	姗玛塔尔	10000001	德里克
30000002	拉什希亚	20000001	姗玛塔尔	10000001	德里克
30000003	埃克葡温姆	20000001	姗玛塔尔	10000001	德里克
30000004	加尔克	20000001	姗玛塔尔	10000001	德里克
30000005	萨斯塔	20000001	姗玛塔尔	10000001	德里克
30000006	扎得	20000001	姗玛塔尔	10000001	德里克
30000007	耶泽尔	20000001	姗玛塔尔	10000001	德里克
30000008	尼尔比	20000001	姗玛塔尔	10000001	德里克
30000009	苏马	20000002	安纳勒斯	10000001	德里克
30000010	赤达夫	20000002	安纳勒斯	10000001	德里克
30000011	舍勒拉	20000002	安纳勒斯	10000001	德里克
30000012	埃萨伯纳	20000002	安纳勒斯	10000001	德里克
30000013	昂苏	20000002	安纳勒斯	10000001	德里克
30000014	沙玛希	20000002	安纳勒斯	10000001	德里克
30000015	森达雅	20000002	安纳勒斯	10000001	德里克
30000016	纳泽格特	20000002	安纳勒斯	10000001	德里克
30000017	弗茨查格	20000003	玛莫纳	10000001	德里克
30000018	卡兹纳	20000003	玛莫纳	10000001	德里克
30000019	波迪恩	20000003	玛莫纳	10000001	德里克
30000020	里尔玛的	20000003	玛莫纳	10000001	德里克
30000021	库哈拉赫	20000788	熔火裔边疆(暂译)	10000070	波赫文
30000022	杰尼勒布	20000003	玛莫纳	10000001	德里克
30000023	夫维希	20000004	卡兰金	10000001	德里克
30000024	加冷德	20000004	卡兰金	10000001	德里克
30000025	拉谢尔	20000004	卡兰金	10000001	德里克
30000026	厄尔戴斯	20000004	卡兰金	10000001	德里克
30000027	帕萨沙	20000004	卡兰金	10000001	德里克
30000028	伊什塔	20000004	卡兰金	10000001	德里克
30000029	拉彻列斯	20000004	卡兰金	10000001	德里克
30000030	卡斯拉斯	20000004	卡兰金	10000001	德里克
30000031	莫哈瑟	20000005	赫瓦卡	10000001	德里克
30000032	哈斯那利	20000005	赫瓦卡	10000001	德里克
30000033	瑞蒂玛	20000005	赫瓦卡	10000001	德里克
30000034	阿克兹	20000005	赫瓦卡	10000001	德里克
30000035	尼曼巴尔	20000005	赫瓦卡	10000001	德里克
30000036	伊什农	20000005	赫瓦卡	10000001	德里克
30000037	尤普林古尔	20000005	赫瓦卡	10000001	德里克
30000038	多泽	20000006	姗茨迪	10000001	德里克
30000039	巴宇卡	20000006	姗茨迪	10000001	德里克
30000040	乌兹斯图恩	20000006	姗茨迪	10000001	德里克
30000041	巴尔士尔	20000006	姗茨迪	10000001	德里克
30000042	摩亚	20000006	姗茨迪	10000001	德里克
30000043	萨里	20000006	姗茨迪	10000001	德里克
30000044	法斯佩拉	20000007	安纳娜	10000001	德里克
30000045	亚玛斯	20000007	安纳娜	10000001	德里克
30000046	米弗拉塔	20000007	安纳娜	10000001	德里克
30000047	玛加玛尔	20000007	安纳娜	10000001	德里克
30000048	伊哈尔	20000007	安纳娜	10000001	德里克
30000049	加莫尔	20000007	安纳娜	10000001	德里克
30000050	法瑞亚	20000007	安纳娜	10000001	德里克
30000051	朱迪	20000008	莫莎斯	10000001	德里克
30000052	玛斯帕	20000008	莫莎斯	10000001	德里克
30000053	伊巴利亚	20000008	莫莎斯	10000001	德里克
30000054	莎拉	20000008	莫莎斯	10000001	德里克
30000055	泽玛鲁	20000008	莫莎斯	10000001	德里克
30000056	坎克尼迪亚	20000008	莫莎斯	10000001	德里克
30000057	尼克	20000009	莫卡什塔德	10000001	德里克
30000058	阿曼法尔	20000009	莫卡什塔德	10000001	德里克
30000059	萨拉莎亚玛	20000009	莫卡什塔德	10000001	德里克
30000060	加纳斯	20000009	莫卡什塔德	10000001	德里克
30000061	艾格哈	20000009	莫卡什塔德	10000001	德里克
30000062	艾萨恩汀	20000009	莫卡什塔德	10000001	德里克
30000063	欧尔瓦	20000009	莫卡什塔德	10000001	德里克
30000064	泽特	20000009	莫卡什塔德	10000001	德里克
30000065	埃克拉德	20000009	莫卡什塔德	10000001	德里克
30000066	皮洛西丁	20000009	莫卡什塔德	10000001	德里克
30000067	沙日耳	20000009	莫卡什塔德	10000001	德里克
30000068	乌斯洛	20000009	莫卡什塔德	10000001	德里克
30000069	泰尔瑞尔	20000009	莫卡什塔德	10000001	德里克
30000070	格马提	20000010	贝达列亚	10000001	德里克
30000071	加恩加尔	20000010	贝达列亚	10000001	德里克
30000072	纳卡赫	20000010	贝达列亚	10000001	德里克
30000073	伊列莎	20000010	贝达列亚	10000001	德里克
30000074	哈萨蒂姆	20000010	贝达列亚	10000001	德里克
30000075	艾沙哈	20000010	贝达列亚	10000001	德里克
30000076	提达查	20000011	奥尔什德	10000001	德里克
30000077	欧迪博	20000011	奥尔什德	10000001	德里克
30000078	乔法恩	20000011	奥尔什德	10000001	德里克
30000079	米鲁	20000011	奥尔什德	10000001	德里克
30000080	亚蒂	20000011	奥尔什德	10000001	德里克
30000081	布夫提亚	20000011	奥尔什德	10000001	德里克
30000082	贾日扎	20000012	奥拉隆	10000001	德里克
30000083	伊加西	20000012	奥拉隆	10000001	德里克
30000084	埃斯格哈提尔	20000012	奥拉隆	10000001	德里克
30000085	巴尔	20000012	奥拉隆	10000001	德里克
30000086	苏查	20000012	奥拉隆	10000001	德里克
30000087	格汉	20000012	奥拉隆	10000001	德里克
30000088	阿克瓦	20000012	奥拉隆	10000001	德里克
30000089	索萨	20000013	奥贵	10000001	德里克
30000090	伊拉赫德	20000013	奥贵	10000001	德里克
30000091	厄什威尔	20000013	奥贵	10000001	德里克
30000092	阿拉尼尔	20000013	奥贵	10000001	德里克
30000093	伊始卡德	20000013	奥贵	10000001	德里克
30000094	哈希尔	20000013	奥贵	10000001	德里克
30000095	埃斯勒姆	20000014	玛尔	10000001	德里克
30000096	曼那格	20000014	玛尔	10000001	德里克
30000097	莎彻	20000014	玛尔	10000001	德里克
30000098	克拉拉	20000014	玛尔	10000001	德里克
30000099	艾瑞纳	20000014	玛尔	10000001	德里克
30000100	蒂梅尔	20000014	玛尔	10000001	德里克
30000101	奥塔法	20000014	玛尔	10000001	德里克
30000102	戴萨	20000014	玛尔	10000001	德里克
30000103	瑟拉德	20000014	玛尔	10000001	德里克
30000104	马哈蒂	20000014	玛尔	10000001	德里克
30000105	阿布哈	20000014	玛尔	10000001	德里克
30000106	舍多	20000015	苏比	10000001	德里克
30000107	加密斯	20000015	苏比	10000001	德里克
30000108	列日珥	20000015	苏比	10000001	德里克
30000109	贝尔塔	20000015	苏比	10000001	德里克
30000110	被吉尔多德	20000015	苏比	10000001	德里克
30000111	霍特毛乌	20000015	苏比	10000001	德里克
30000112	艾尔莫拉	20000016	乔斯	10000001	德里克
30000113	埃斯塔比赫	20000016	乔斯	10000001	德里克
30000114	乌比特斯	20000016	乔斯	10000001	德里克
30000115	拜盟尼尔	20000016	乔斯	10000001	德里克
30000116	科诺巴纳拉	20000016	乔斯	10000001	德里克
30000117	卡比	20000016	乔斯	10000001	德里克
30000118	万泽因	20000016	乔斯	10000001	德里克
30000119	伊塔莫	20000017	诺莫	10000002	伏尔戈
30000120	密茨伦	20000017	诺莫	10000002	伏尔戈
30000121	贾塔特	20000017	诺莫	10000002	伏尔戈
30000122	玛提斯塔	20000017	诺莫	10000002	伏尔戈
30000123	瓦安卡伦	20000017	诺莫	10000002	伏尔戈
30000124	基尔玛贝	20000017	诺莫	10000002	伏尔戈
30000125	阿图莱玛	20000017	诺莫	10000002	伏尔戈
30000126	基尔拉斯	20000018	安塔勒恩	10000002	伏尔戈
30000127	希尔瑟新	20000018	安塔勒恩	10000002	伏尔戈
30000128	图乌瑞纳	20000018	安塔勒恩	10000002	伏尔戈
30000129	乌恩帕斯	20000018	安塔勒恩	10000002	伏尔戈
30000130	什胡肯	20000018	安塔勒恩	10000002	伏尔戈
30000131	诺玛尔	20000018	安塔勒恩	10000002	伏尔戈
30000132	安斯拉	20000019	伊西拉肯	10000002	伏尔戈
30000133	希尔塔蒙	20000019	伊西拉肯	10000002	伏尔戈
30000134	西卡塔	20000019	伊西拉肯	10000002	伏尔戈
30000135	欧图尼	20000019	伊西拉肯	10000002	伏尔戈
30000136	奥马海仑	20000019	伊西拉肯	10000002	伏尔戈
30000137	尤斯库仑	20000019	伊西拉肯	10000002	伏尔戈
30000138	伊库奇	20000019	伊西拉肯	10000002	伏尔戈
30000139	乌尔仑	20000020	木本呂	10000002	伏尔戈
30000140	玛乌纳斯	20000020	木本呂	10000002	伏尔戈
30000141	基索加	20000020	木本呂	10000002	伏尔戈
30000142	吉他	20000020	木本呂	10000002	伏尔戈
30000143	尼亚拜伦	20000020	木本呂	10000002	伏尔戈
30000144	皮尔米特	20000020	木本呂	10000002	伏尔戈
30000145	新加达里	20000020	木本呂	10000002	伏尔戈
30000146	赛西奥	20000021	欧柯蒙	10000002	伏尔戈
30000147	埃巴加瓦	20000021	欧柯蒙	10000002	伏尔戈
30000148	贾卡纳尔维	20000021	欧柯蒙	10000002	伏尔戈
30000149	格昆塔米	20000021	欧柯蒙	10000002	伏尔戈
30000150	胡尔托肯	20000021	欧柯蒙	10000002	伏尔戈
30000151	欧约伦	20000021	欧柯蒙	10000002	伏尔戈
30000152	哈比伦	20000021	欧柯蒙	10000002	伏尔戈
30000153	波耶伦	20000022	奥尼尔瓦纳	10000002	伏尔戈
30000154	列库里	20000022	奥尼尔瓦纳	10000002	伏尔戈
30000155	奥班伦	20000022	奥尼尔瓦纳	10000002	伏尔戈
30000156	乔萨密陀	20000022	奥尼尔瓦纳	10000002	伏尔戈
30000157	乌特拉	20000787	雷电裔边疆(暂译)	10000070	波赫文
30000158	欧罗	20000022	奥尼尔瓦纳	10000002	伏尔戈
30000159	伊卡密	20000023	以哈塔罗	10000002	伏尔戈
30000160	莱伊森	20000023	以哈塔罗	10000002	伏尔戈
30000161	普尔乔拉	20000023	以哈塔罗	10000002	伏尔戈
30000162	马伊拉	20000023	以哈塔罗	10000002	伏尔戈
30000163	爱科拉	20000023	以哈塔罗	10000002	伏尔戈
30000164	米瑟约亚	20000023	以哈塔罗	10000002	伏尔戈
30000165	伊什索蒙	20000024	欧克勒恩	10000002	伏尔戈
30000166	艾尔米亚	20000024	欧克勒恩	10000002	伏尔戈
30000167	萨基凯伦	20000024	欧克勒恩	10000002	伏尔戈
30000168	弗瑞吉	20000024	欧克勒恩	10000002	伏尔戈
30000169	以哈坎拿	20000024	欧克勒恩	10000002	伏尔戈
30000170	瓦胡诺米	20000024	欧克勒恩	10000002	伏尔戈
30000171	欧提托	20000024	欧克勒恩	10000002	伏尔戈
30000172	欧塔迈伦	20000024	欧克勒恩	10000002	伏尔戈
30000173	瓦托伦	20000025	欧特萨贝拉	10000002	伏尔戈
30000174	温努斯	20000025	欧特萨贝拉	10000002	伏尔戈
